SNP	Chromosome	GeneticDistance	Position	Phenotype	Pvalue	Qvalue	N	NumSNPsExcluded	IndexExclusionStart	DOF	NullLogLike	AltLogLike	SNPWeight	SNPWeightSE	OddsRatio	WaldStat	NullLogDelta	NullGeneticVar	NullResidualVar	NullBias	NullCov01Weight	NullCov02Weight	NullCov03Weight	NullCov04Weight	NullCov05Weight	NullCov06Weight	LogDelta	GeneticVar	ResidualVar	Bias	Cov01Weight	Cov02Weight	Cov03Weight	Cov04Weight	Cov05Weight	Cov06Weight	SNPIndex	SNPCount
cg25140571	3	8811437.000000	8811437	Phenotype_001	5.850E-001	9.257E-001	204	0	12	1	1.777E+002	1.740E+002	4.950E-003	9.051E-003	1.012E+000	2.991E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.006E+000	1.448E-002	5.295E-003	8.186E-001	-1.021E-003	7.292E-003	1.279E-001	1.108E-001	5.193E-002	-1.539E-002	1216	7848
cg01446393	3	58563609.000000	58563609	Phenotype_001	5.851E-001	9.257E-001	204	0	13	1	1.777E+002	1.737E+002	-3.598E-003	6.580E-003	1.010E+000	2.990E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.025E+000	1.470E-002	5.271E-003	8.186E-001	-9.998E-004	4.428E-003	1.285E-001	1.099E-001	5.157E-002	-1.881E-002	1366	7848
cg11233153	23	153718691.000000	153718691	Phenotype_001	5.853E-001	9.257E-001	204	0	100	1	1.777E+002	1.751E+002	-1.489E-002	2.725E-002	1.020E+000	2.987E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.012E+000	1.454E-002	5.288E-003	8.186E-001	-1.026E-003	-1.948E-002	1.282E-001	1.094E-001	5.146E-002	-1.961E-002	7829	7848
cg03636183	19	17000585.000000	17000585	Phenotype_001	5.853E-001	9.257E-001	204	0	84	1	1.777E+002	1.738E+002	-3.821E-003	6.992E-003	1.009E+000	2.987E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.014E+000	1.457E-002	5.285E-003	8.186E-001	-9.856E-004	5.696E-003	1.298E-001	1.092E-001	5.170E-002	-2.055E-002	6270	7848
cg26043257	4	15780238.000000	15780238	Phenotype_001	5.857E-001	9.259E-001	204	0	20	1	1.777E+002	1.739E+002	4.519E-003	8.277E-003	1.008E+000	2.980E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.002E+000	1.444E-002	5.300E-003	8.186E-001	-1.000E-003	6.916E-003	1.270E-001	1.100E-001	5.118E-002	-1.691E-002	1657	7848
cg16340268	1	226925172.000000	226925172	Phenotype_001	5.858E-001	9.259E-001	204	0	2	1	1.777E+002	1.740E+002	4.580E-003	8.391E-003	1.007E+000	2.980E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.992E-001	1.441E-002	5.304E-003	8.186E-001	-9.719E-004	6.692E-003	1.275E-001	1.088E-001	5.288E-002	-1.817E-002	707	7848
cg03805684	11	61561219.000000	61561219	Phenotype_001	5.861E-001	9.259E-001	204	0	59	1	1.777E+002	1.739E+002	4.280E-003	7.848E-003	1.011E+000	2.974E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.013E+000	1.456E-002	5.287E-003	8.186E-001	-1.001E-003	7.175E-003	1.283E-001	1.101E-001	5.183E-002	-2.138E-002	4037	7848
cg21550483	17	6984106.000000	6984106	Phenotype_001	5.861E-001	9.259E-001	204	0	76	1	1.777E+002	1.737E+002	3.689E-003	6.765E-003	1.008E+000	2.974E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.026E+000	1.471E-002	5.270E-003	8.186E-001	-1.036E-003	6.463E-003	1.266E-001	1.103E-001	5.176E-002	-2.087E-002	5605	7848
cg25932713	3	122284563.000000	122284563	Phenotype_001	5.861E-001	9.259E-001	204	0	14	1	1.777E+002	1.738E+002	-4.009E-003	7.351E-003	1.009E+000	2.974E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.015E+000	1.458E-002	5.284E-003	8.186E-001	-1.035E-003	5.526E-003	1.278E-001	1.090E-001	5.260E-002	-1.946E-002	1426	7848
cg13658777	23	19361740.000000	19361740	Phenotype_001	5.861E-001	9.259E-001	204	0	98	1	1.777E+002	1.746E+002	-8.315E-003	1.525E-002	1.013E+000	2.974E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.014E+000	1.457E-002	5.285E-003	8.186E-001	-1.027E-003	-5.485E-003	1.281E-001	1.090E-001	5.179E-002	-1.973E-002	7252	7848
cg19896198	1	12123262.000000	12123262	Phenotype_001	5.862E-001	9.259E-001	204	0	1	1	1.777E+002	1.742E+002	5.693E-003	1.044E-002	1.010E+000	2.973E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.021E+000	1.465E-002	5.276E-003	8.186E-001	-9.906E-004	6.332E-003	1.290E-001	1.101E-001	5.265E-002	-1.682E-002	41	7848
cg16584573	10	103535637.000000	103535637	Phenotype_001	5.864E-001	9.260E-001	204	0	54	1	1.777E+002	1.743E+002	6.336E-003	1.163E-002	1.009E+000	2.970E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.014E+000	1.457E-002	5.285E-003	8.186E-001	-9.677E-004	4.950E-003	1.319E-001	1.090E-001	5.170E-002	-1.451E-002	3654	7848
cg22784047	16	29824542.000000	29824542	Phenotype_001	5.867E-001	9.262E-001	204	0	72	1	1.777E+002	1.738E+002	3.724E-003	6.838E-003	1.012E+000	2.966E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.003E+000	1.445E-002	5.299E-003	8.186E-001	-1.030E-003	6.407E-003	1.316E-001	1.110E-001	5.231E-002	-2.107E-002	5385	7848
cg17439694	3	148939523.000000	148939523	Phenotype_001	5.870E-001	9.265E-001	204	0	15	1	1.777E+002	1.737E+002	-3.618E-003	6.651E-003	1.009E+000	2.960E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.014E+000	1.456E-002	5.286E-003	8.186E-001	-9.913E-004	5.937E-003	1.282E-001	1.102E-001	5.178E-002	-1.922E-002	1497	7848
cg02082571	12	8276718.000000	8276718	Phenotype_001	5.871E-001	9.265E-001	204	0	61	1	1.777E+002	1.741E+002	-5.470E-003	1.006E-002	1.017E+000	2.958E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.893E-001	1.430E-002	5.316E-003	8.186E-001	-1.007E-003	6.194E-003	1.270E-001	1.090E-001	5.167E-002	-2.025E-002	4349	7848
cg05292376	17	79095236.000000	79095236	Phenotype_001	5.873E-001	9.266E-001	204	0	81	1	1.777E+002	1.737E+002	3.548E-003	6.526E-003	1.008E+000	2.956E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.027E+000	1.472E-002	5.269E-003	8.186E-001	-1.018E-003	6.803E-003	1.268E-001	1.083E-001	5.155E-002	-2.005E-002	5935	7848
cg00951770	14	24741663.000000	24741663	Phenotype_001	5.877E-001	9.266E-001	204	0	67	1	1.777E+002	1.739E+002	-4.358E-003	8.026E-003	1.015E+000	2.949E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.056E+000	1.504E-002	5.233E-003	8.186E-001	-9.783E-004	5.610E-003	1.284E-001	1.088E-001	5.178E-002	-1.924E-002	4883	7848
cg07337598	1	150953943.000000	150953943	Phenotype_001	5.877E-001	9.266E-001	204	0	2	1	1.777E+002	1.741E+002	-5.093E-003	9.380E-003	1.015E+000	2.949E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.034E+000	1.479E-002	5.261E-003	8.186E-001	-9.754E-004	5.698E-003	1.286E-001	1.112E-001	5.125E-002	-2.014E-002	388	7848
cg12723191	1	186429967.000000	186429967	Phenotype_001	5.878E-001	9.266E-001	204	0	2	1	1.777E+002	1.737E+002	-3.650E-003	6.724E-003	1.011E+000	2.948E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.018E+000	1.461E-002	5.281E-003	8.186E-001	-1.001E-003	6.397E-003	1.280E-001	1.100E-001	5.205E-002	-1.949E-002	597	7848
cg25288155	11	73357396.000000	73357396	Phenotype_001	5.879E-001	9.266E-001	204	0	59	1	1.777E+002	1.738E+002	3.989E-003	7.349E-003	1.009E+000	2.946E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.014E+000	1.457E-002	5.286E-003	8.186E-001	-1.022E-003	4.070E-003	1.296E-001	1.112E-001	5.204E-002	-2.180E-002	4147	7848
cg12839593	14	61116227.000000	61116227	Phenotype_001	5.883E-001	9.266E-001	204	0	67	1	1.777E+002	1.741E+002	-5.398E-003	9.956E-003	1.008E+000	2.940E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.036E+000	1.481E-002	5.258E-003	8.186E-001	-1.039E-003	7.506E-003	1.252E-001	1.090E-001	5.137E-002	-2.604E-002	4937	7848
cg13613682	23	136648553.000000	136648553	Phenotype_001	5.883E-001	9.266E-001	204	0	100	1	1.777E+002	1.743E+002	-6.656E-003	1.228E-002	1.018E+000	2.939E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.029E+000	1.474E-002	5.266E-003	8.186E-001	-9.912E-004	4.253E-003	1.288E-001	1.104E-001	5.205E-002	-1.965E-002	7735	7848
cg22242539	17	1665220.000000	1665220	Phenotype_001	5.884E-001	9.266E-001	204	0	76	1	1.777E+002	1.738E+002	-3.951E-003	7.290E-003	1.011E+000	2.938E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.006E+000	1.448E-002	5.295E-003	8.186E-001	-9.932E-004	6.658E-003	1.265E-001	1.085E-001	5.201E-002	-1.948E-002	5565	7848
cg02385474	1	233394797.000000	233394797	Phenotype_001	5.884E-001	9.266E-001	204	0	2	1	1.777E+002	1.737E+002	-3.648E-003	6.731E-003	1.011E+000	2.938E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.036E+000	1.482E-002	5.257E-003	8.186E-001	-9.928E-004	6.226E-003	1.270E-001	1.096E-001	5.124E-002	-1.658E-002	733	7848
cg05467458	19	33361032.000000	33361032	Phenotype_001	5.884E-001	9.266E-001	204	0	85	1	1.777E+002	1.741E+002	5.153E-003	9.507E-003	1.011E+000	2.938E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.943E-001	1.435E-002	5.310E-003	8.186E-001	-1.031E-003	6.266E-003	1.288E-001	1.094E-001	5.229E-002	-2.228E-002	6305	7848
cg04008901	7	82072779.000000	82072779	Phenotype_001	5.885E-001	9.266E-001	204	0	41	1	1.777E+002	1.741E+002	5.427E-003	1.001E-002	1.009E+000	2.937E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.036E+000	1.482E-002	5.258E-003	8.186E-001	-9.935E-004	6.630E-003	1.290E-001	1.120E-001	5.086E-002	-1.133E-002	2746	7848
cg06388544	1	25598878.000000	25598878	Phenotype_001	5.888E-001	9.269E-001	204	0	2	1	1.777E+002	1.737E+002	3.495E-003	6.455E-003	1.009E+000	2.932E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.022E+000	1.466E-002	5.275E-003	8.186E-001	-1.034E-003	6.041E-003	1.286E-001	1.099E-001	5.184E-002	-2.169E-002	113	7848
cg04848046	3	171830149.000000	171830149	Phenotype_001	5.889E-001	9.269E-001	204	0	15	1	1.777E+002	1.739E+002	-4.218E-003	7.792E-003	1.013E+000	2.931E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.006E+000	1.448E-002	5.296E-003	8.186E-001	-9.819E-004	5.672E-003	1.281E-001	1.097E-001	5.174E-002	-2.045E-002	1532	7848
cg00571634	3	122134820.000000	122134820	Phenotype_001	5.893E-001	9.274E-001	204	0	14	1	1.777E+002	1.739E+002	4.141E-003	7.657E-003	1.012E+000	2.924E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.036E+000	1.482E-002	5.258E-003	8.186E-001	-9.796E-004	6.295E-003	1.296E-001	1.109E-001	5.056E-002	-1.822E-002	1424	7848
cg08532057	13	25875436.000000	25875436	Phenotype_001	5.895E-001	9.274E-001	204	0	64	1	1.777E+002	1.740E+002	4.778E-003	8.839E-003	1.010E+000	2.922E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.018E+000	1.462E-002	5.280E-003	8.186E-001	-1.044E-003	7.654E-003	1.293E-001	1.108E-001	5.113E-002	-1.830E-002	4712	7848
cg19297232	16	68483021.000000	68483021	Phenotype_001	5.897E-001	9.275E-001	204	0	75	1	1.777E+002	1.738E+002	3.882E-003	7.187E-003	1.009E+000	2.918E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.030E+000	1.475E-002	5.265E-003	8.186E-001	-9.980E-004	6.266E-003	1.288E-001	1.117E-001	5.220E-002	-1.769E-002	5478	7848
cg10556064	16	68481489.000000	68481489	Phenotype_001	5.898E-001	9.275E-001	204	0	75	1	1.777E+002	1.740E+002	-4.747E-003	8.789E-003	1.013E+000	2.917E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.007E+000	1.449E-002	5.295E-003	8.186E-001	-1.001E-003	5.995E-003	1.269E-001	1.089E-001	5.099E-002	-2.062E-002	5477	7848
cg20641280	23	153707793.000000	153707793	Phenotype_001	5.901E-001	9.279E-001	204	0	100	1	1.777E+002	1.746E+002	-8.783E-003	1.628E-002	1.015E+000	2.912E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.033E+000	1.478E-002	5.262E-003	8.186E-001	-9.980E-004	-7.008E-003	1.280E-001	1.099E-001	5.214E-002	-1.883E-002	7826	7848
cg04780454	17	1647819.000000	1647819	Phenotype_001	5.902E-001	9.279E-001	204	0	76	1	1.777E+002	1.737E+002	-3.659E-003	6.782E-003	1.009E+000	2.910E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.013E+000	1.456E-002	5.286E-003	8.186E-001	-1.027E-003	6.621E-003	1.272E-001	1.095E-001	5.243E-002	-1.925E-002	5564	7848
cg02503850	10	72432552.000000	72432552	Phenotype_001	5.907E-001	9.281E-001	204	0	53	1	1.777E+002	1.741E+002	-5.036E-003	9.348E-003	1.009E+000	2.902E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.012E+000	1.455E-002	5.288E-003	8.186E-001	-1.080E-003	8.902E-003	1.275E-001	1.098E-001	5.131E-002	-2.516E-002	3580	7848
cg09150117	7	96653867.000000	96653867	Phenotype_001	5.907E-001	9.281E-001	204	1	42	1	1.778E+002	1.741E+002	4.493E-003	8.341E-003	1.008E+000	2.902E-001	-1.022E+000	1.461E-002	5.257E-003	8.186E-001	6.260E-003	1.282E-001	1.103E-001	5.177E-002	-1.957E-002	8.186E-001	-1.039E+000	1.486E-002	5.254E-003	8.186E-001	-1.025E-003	6.342E-003	1.275E-001	1.093E-001	5.136E-002	-1.535E-002	2794	7848
cg14315198	17	26879866.000000	26879866	Phenotype_001	5.908E-001	9.281E-001	204	0	77	1	1.777E+002	1.737E+002	3.586E-003	6.658E-003	1.009E+000	2.901E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.014E+000	1.457E-002	5.285E-003	8.186E-001	-9.815E-004	5.477E-003	1.288E-001	1.105E-001	5.242E-002	-1.915E-002	5670	7848
cg19382714	6	29624846.000000	29624846	Phenotype_001	5.908E-001	9.281E-001	204	0	30	1	1.777E+002	1.740E+002	4.567E-003	8.480E-003	1.009E+000	2.900E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.019E+000	1.463E-002	5.279E-003	8.186E-001	-1.017E-003	5.972E-003	1.271E-001	1.089E-001	5.226E-002	-2.078E-002	2291	7848
cg18959422	1	203145364.000000	203145364	Phenotype_001	5.910E-001	9.281E-001	204	0	2	1	1.777E+002	1.739E+002	-4.217E-003	7.834E-003	1.009E+000	2.898E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.021E+000	1.464E-002	5.277E-003	8.186E-001	-1.017E-003	5.696E-003	1.269E-001	1.100E-001	5.204E-002	-1.769E-002	633	7848
cg20283107	8	124788969.000000	124788969	Phenotype_001	5.914E-001	9.281E-001	204	0	50	1	1.777E+002	1.739E+002	-4.257E-003	7.916E-003	1.012E+000	2.892E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.997E-001	1.441E-002	5.304E-003	8.186E-001	-1.040E-003	6.082E-003	1.282E-001	1.099E-001	5.211E-002	-1.940E-002	3188	7848
cg08256781	19	6135510.000000	6135510	Phenotype_001	5.915E-001	9.281E-001	204	0	83	1	1.777E+002	1.737E+002	3.484E-003	6.481E-003	1.009E+000	2.890E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.025E+000	1.470E-002	5.271E-003	8.186E-001	-9.964E-004	7.755E-003	1.283E-001	1.101E-001	5.205E-002	-2.026E-002	6165	7848
cg25577842	11	32459760.000000	32459760	Phenotype_001	5.915E-001	9.281E-001	204	1	56	1	1.778E+002	1.742E+002	-5.188E-003	9.653E-003	1.011E+000	2.889E-001	-1.022E+000	1.461E-002	5.258E-003	8.186E-001	6.141E-003	1.281E-001	1.101E-001	5.187E-002	-1.931E-002	8.186E-001	-1.039E+000	1.486E-002	5.255E-003	8.186E-001	-9.796E-004	6.154E-003	1.280E-001	1.103E-001	5.221E-002	-1.899E-002	3951	7848
cg16698623	10	131412968.000000	131412968	Phenotype_001	5.916E-001	9.281E-001	204	0	55	1	1.777E+002	1.737E+002	-3.638E-003	6.770E-003	1.010E+000	2.887E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.018E+000	1.462E-002	5.280E-003	8.186E-001	-1.019E-003	6.784E-003	1.288E-001	1.124E-001	5.092E-002	-1.868E-002	3736	7848
cg04702045	23	67653598.000000	67653598	Phenotype_001	5.917E-001	9.281E-001	204	0	99	1	1.777E+002	1.747E+002	-9.334E-003	1.737E-002	1.014E+000	2.886E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.021E+000	1.465E-002	5.277E-003	8.186E-001	-1.012E-003	-7.972E-003	1.288E-001	1.096E-001	5.165E-002	-1.935E-002	7438	7848
cg27470554	1	161475240.000000	161475240	Phenotype_001	5.917E-001	9.281E-001	204	0	2	1	1.777E+002	1.739E+002	-4.279E-003	7.965E-003	1.009E+000	2.886E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.037E+000	1.483E-002	5.257E-003	8.186E-001	-9.997E-004	6.158E-003	1.272E-001	1.104E-001	5.177E-002	-1.662E-002	524	7848
cg04323365	23	70443093.000000	70443093	Phenotype_001	5.918E-001	9.281E-001	204	0	99	1	1.777E+002	1.738E+002	3.682E-003	6.854E-003	1.007E+000	2.886E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.009E+000	1.451E-002	5.292E-003	8.186E-001	-9.907E-004	6.402E-003	1.295E-001	1.117E-001	5.171E-002	-2.063E-002	7470	7848
cg14182690	1	25290947.000000	25290947	Phenotype_001	5.922E-001	9.284E-001	204	0	2	1	1.777E+002	1.739E+002	-4.111E-003	7.662E-003	1.010E+000	2.879E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.041E+000	1.487E-002	5.252E-003	8.186E-001	-1.021E-003	5.444E-003	1.274E-001	1.113E-001	5.053E-002	-1.681E-002	110	7848
cg10044101	6	133084289.000000	133084289	Phenotype_001	5.926E-001	9.284E-001	204	0	36	1	1.777E+002	1.738E+002	-3.695E-003	6.894E-003	1.010E+000	2.873E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.022E+000	1.466E-002	5.275E-003	8.186E-001	-1.011E-003	6.081E-003	1.276E-001	1.094E-001	5.171E-002	-1.905E-002	2517	7848
cg11532513	3	54962242.000000	54962242	Phenotype_001	5.927E-001	9.284E-001	204	0	13	1	1.777E+002	1.738E+002	-3.866E-003	7.215E-003	1.012E+000	2.871E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.026E+000	1.470E-002	5.271E-003	8.186E-001	-9.706E-004	6.564E-003	1.266E-001	1.102E-001	5.225E-002	-1.786E-002	1357	7848
cg27377213	20	37433803.000000	37433803	Phenotype_001	5.929E-001	9.284E-001	204	0	93	1	1.777E+002	1.742E+002	-5.864E-003	1.095E-002	1.016E+000	2.868E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.028E+000	1.473E-002	5.268E-003	8.186E-001	-1.045E-003	5.546E-003	1.272E-001	1.101E-001	5.120E-002	-1.599E-002	6781	7848
cg26111757	20	31642120.000000	31642120	Phenotype_001	5.929E-001	9.284E-001	204	0	93	1	1.777E+002	1.744E+002	-7.036E-003	1.314E-002	1.015E+000	2.868E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.049E+000	1.496E-002	5.242E-003	8.186E-001	-9.905E-004	6.405E-003	1.270E-001	1.100E-001	5.187E-002	-1.563E-002	6753	7848
cg10694152	13	99404506.000000	99404506	Phenotype_001	5.930E-001	9.284E-001	204	0	65	1	1.777E+002	1.741E+002	-5.248E-003	9.802E-003	1.009E+000	2.866E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.022E+000	1.466E-002	5.275E-003	8.186E-001	-1.017E-003	5.689E-003	1.258E-001	1.110E-001	5.113E-002	-2.479E-002	4814	7848
cg04086012	4	189060900.000000	189060900	Phenotype_001	5.930E-001	9.284E-001	204	0	23	1	1.777E+002	1.741E+002	5.252E-003	9.811E-003	1.010E+000	2.866E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.014E+000	1.457E-002	5.285E-003	8.186E-001	-9.823E-004	6.095E-003	1.284E-001	1.101E-001	5.193E-002	-2.187E-002	1875	7848
cg00806490	16	82660873.000000	82660873	Phenotype_001	5.930E-001	9.284E-001	204	0	75	1	1.777E+002	1.740E+002	4.653E-003	8.691E-003	1.008E+000	2.866E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.029E+000	1.474E-002	5.266E-003	8.186E-001	-9.775E-004	6.790E-003	1.280E-001	1.103E-001	5.208E-002	-1.517E-002	5518	7848
cg16220183	17	56609687.000000	56609687	Phenotype_001	5.930E-001	9.284E-001	204	0	81	1	1.777E+002	1.738E+002	3.908E-003	7.300E-003	1.008E+000	2.865E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.016E+000	1.459E-002	5.283E-003	8.186E-001	-1.005E-003	7.328E-003	1.286E-001	1.110E-001	5.202E-002	-1.699E-002	5857	7848
cg10061138	3	52529085.000000	52529085	Phenotype_001	5.935E-001	9.285E-001	204	0	13	1	1.777E+002	1.738E+002	-3.827E-003	7.159E-003	1.010E+000	2.858E-001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.022E+000	1.466E-002	5.276E-003	8.186E-001	-1.006E-003	6.229E-003	1.278E-001	1.103E-001	5.172E-002	-1.934E-002	1351	7848
