SNP	Chromosome	GeneticDistance	Position	Pvalue	Qvalue	N	NullLogLike	AltLogLike	SnpWeight	SnpWeightSE	OddsRatio	WaldStat	NullBias	NullCov00Weight	NullCov01Weight	NullCov02Weight	NullCov03Weight	NullCov04Weight	NullVar
cg20442697	7	102553432.000000	102553432	4.760E-004	1.135E-003	204	1.243E+001	1.855E+001	5.801E-002	1.633E-002	1.201E+000	1.263E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg04836786	3	148804272.000000	148804272	4.761E-004	1.135E-003	204	1.243E+001	1.855E+001	5.641E-002	1.588E-002	1.091E+000	1.263E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20308679	2	183731407.000000	183731407	4.772E-004	1.137E-003	204	1.243E+001	1.855E+001	5.866E-002	1.651E-002	1.114E+000	1.262E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg05788638	14	94759020.000000	94759020	4.777E-004	1.138E-003	204	1.243E+001	1.855E+001	-5.701E-002	1.605E-002	1.135E+000	1.262E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12045002	2	27069975.000000	27069975	4.818E-004	1.147E-003	204	1.243E+001	1.854E+001	6.350E-002	1.789E-002	1.124E+000	1.260E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12434587	10	131265209.000000	131265209	4.839E-004	1.151E-003	204	1.243E+001	1.854E+001	5.749E-002	1.620E-002	1.089E+000	1.259E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20065832	23	82763518.000000	82763518	4.839E-004	1.151E-003	204	1.243E+001	1.854E+001	5.885E-002	1.658E-002	1.145E+000	1.259E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19208681	17	56769628.000000	56769628	4.880E-004	1.161E-003	204	1.243E+001	1.853E+001	-5.789E-002	1.632E-002	1.133E+000	1.258E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19854301	16	82671450.000000	82671450	4.888E-004	1.163E-003	204	1.243E+001	1.853E+001	-5.674E-002	1.600E-002	1.123E+000	1.257E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg27016307	19	49658913.000000	49658913	4.905E-004	1.166E-003	204	1.243E+001	1.852E+001	-5.750E-002	1.622E-002	1.145E+000	1.257E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg22718139	1	120311439.000000	120311439	4.905E-004	1.166E-003	204	1.243E+001	1.852E+001	5.704E-002	1.609E-002	1.106E+000	1.257E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg07512517	7	38408106.000000	38408106	4.959E-004	1.178E-003	204	1.243E+001	1.851E+001	-5.673E-002	1.602E-002	1.130E+000	1.254E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12348970	9	19786543.000000	19786543	4.966E-004	1.179E-003	204	1.243E+001	1.851E+001	-5.861E-002	1.655E-002	1.112E+000	1.254E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20395892	12	66582780.000000	66582780	4.972E-004	1.181E-003	204	1.243E+001	1.851E+001	5.850E-002	1.652E-002	1.132E+000	1.254E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg13274713	17	59477286.000000	59477286	4.980E-004	1.182E-003	204	1.243E+001	1.851E+001	6.260E-002	1.768E-002	1.110E+000	1.254E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12167564	1	236047034.000000	236047034	5.015E-004	1.190E-003	204	1.243E+001	1.850E+001	-5.703E-002	1.611E-002	1.146E+000	1.252E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg13097816	2	241568439.000000	241568439	5.055E-004	1.199E-003	204	1.243E+001	1.850E+001	5.675E-002	1.605E-002	1.180E+000	1.251E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg13794642	23	47229789.000000	47229789	5.061E-004	1.200E-003	204	1.243E+001	1.849E+001	-6.053E-002	1.712E-002	1.122E+000	1.250E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg14570389	23	131351543.000000	131351543	5.082E-004	1.205E-003	204	1.243E+001	1.849E+001	-9.554E-002	2.703E-002	1.191E+000	1.250E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg02100848	3	8693859.000000	8693859	5.187E-004	1.229E-003	204	1.243E+001	1.847E+001	-6.104E-002	1.729E-002	1.197E+000	1.246E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg13928116	23	147582053.000000	147582053	5.220E-004	1.237E-003	204	1.243E+001	1.847E+001	6.981E-002	1.979E-002	1.112E+000	1.244E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12832565	1	145715672.000000	145715672	5.222E-004	1.237E-003	204	1.243E+001	1.846E+001	-5.566E-002	1.578E-002	1.138E+000	1.244E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg22373112	17	40307717.000000	40307717	5.224E-004	1.237E-003	204	1.243E+001	1.846E+001	5.784E-002	1.640E-002	1.187E+000	1.244E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg07139440	1	151030981.000000	151030981	5.236E-004	1.240E-003	204	1.243E+001	1.846E+001	-6.080E-002	1.724E-002	1.122E+000	1.244E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg04387658	3	121775080.000000	121775080	5.253E-004	1.243E-003	204	1.243E+001	1.846E+001	-5.742E-002	1.629E-002	1.119E+000	1.243E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg11719283	19	42574717.000000	42574717	5.292E-004	1.252E-003	204	1.243E+001	1.845E+001	-5.596E-002	1.588E-002	1.137E+000	1.242E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg25355803	10	99473032.000000	99473032	5.303E-004	1.254E-003	204	1.243E+001	1.845E+001	5.551E-002	1.576E-002	1.162E+000	1.241E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg13007988	12	49449136.000000	49449136	5.306E-004	1.255E-003	204	1.243E+001	1.845E+001	5.739E-002	1.629E-002	1.167E+000	1.241E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00546897	21	45232232.000000	45232232	5.308E-004	1.255E-003	204	1.243E+001	1.845E+001	-5.895E-002	1.673E-002	1.208E+000	1.241E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg08159444	23	152160229.000000	152160229	5.321E-004	1.257E-003	204	1.243E+001	1.845E+001	-5.832E-002	1.656E-002	1.158E+000	1.240E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg24719601	4	41750466.000000	41750466	5.329E-004	1.259E-003	204	1.243E+001	1.845E+001	5.789E-002	1.644E-002	1.135E+000	1.240E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg27508071	7	6629350.000000	6629350	5.335E-004	1.260E-003	204	1.243E+001	1.844E+001	5.802E-002	1.648E-002	1.158E+000	1.240E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg04112019	11	2165136.000000	2165136	5.349E-004	1.263E-003	204	1.243E+001	1.844E+001	5.819E-002	1.653E-002	1.143E+000	1.239E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00143376	2	232394702.000000	232394702	5.396E-004	1.274E-003	204	1.243E+001	1.843E+001	5.612E-002	1.595E-002	1.152E+000	1.238E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg18729973	21	43785785.000000	43785785	5.408E-004	1.276E-003	204	1.243E+001	1.843E+001	-5.689E-002	1.617E-002	1.157E+000	1.237E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg10910525	19	49658232.000000	49658232	5.409E-004	1.276E-003	204	1.243E+001	1.843E+001	-5.703E-002	1.621E-002	1.181E+000	1.237E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16175792	1	120050104.000000	120050104	5.426E-004	1.280E-003	204	1.243E+001	1.843E+001	-5.532E-002	1.573E-002	1.141E+000	1.237E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg01718602	23	85403899.000000	85403899	5.438E-004	1.282E-003	204	1.243E+001	1.843E+001	6.218E-002	1.769E-002	1.117E+000	1.236E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg08390209	9	22005563.000000	22005563	5.499E-004	1.296E-003	204	1.243E+001	1.842E+001	5.750E-002	1.637E-002	1.168E+000	1.234E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg15514848	1	171217555.000000	171217555	5.518E-004	1.300E-003	204	1.243E+001	1.841E+001	-5.902E-002	1.680E-002	1.150E+000	1.233E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg18006568	2	71205891.000000	71205891	5.520E-004	1.300E-003	204	1.243E+001	1.841E+001	5.532E-002	1.575E-002	1.102E+000	1.233E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg05187322	17	78152328.000000	78152328	5.526E-004	1.301E-003	204	1.243E+001	1.841E+001	-5.964E-002	1.698E-002	1.176E+000	1.233E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg08504049	19	57702917.000000	57702917	5.557E-004	1.308E-003	204	1.243E+001	1.841E+001	5.805E-002	1.654E-002	1.095E+000	1.232E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg03490200	12	8975196.000000	8975196	5.590E-004	1.315E-003	204	1.243E+001	1.840E+001	-6.295E-002	1.794E-002	1.143E+000	1.231E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16446783	11	18193360.000000	18193360	5.595E-004	1.316E-003	204	1.243E+001	1.840E+001	-6.347E-002	1.809E-002	1.183E+000	1.231E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg01739167	17	4806344.000000	4806344	5.628E-004	1.324E-003	204	1.243E+001	1.839E+001	5.696E-002	1.625E-002	1.160E+000	1.229E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg09721659	14	81422111.000000	81422111	5.634E-004	1.325E-003	204	1.243E+001	1.839E+001	5.698E-002	1.625E-002	1.126E+000	1.229E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19510604	15	74901076.000000	74901076	5.641E-004	1.326E-003	204	1.243E+001	1.839E+001	-5.762E-002	1.644E-002	1.133E+000	1.229E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg02309273	1	38412744.000000	38412744	5.666E-004	1.331E-003	204	1.243E+001	1.839E+001	5.769E-002	1.646E-002	1.105E+000	1.228E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg26620157	14	37130297.000000	37130297	5.706E-004	1.340E-003	204	1.243E+001	1.838E+001	5.908E-002	1.687E-002	1.104E+000	1.227E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg10986043	17	37820495.000000	37820495	5.766E-004	1.354E-003	204	1.243E+001	1.837E+001	5.717E-002	1.634E-002	1.149E+000	1.225E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg22197708	11	59855616.000000	59855616	5.793E-004	1.360E-003	204	1.243E+001	1.837E+001	5.664E-002	1.619E-002	1.165E+000	1.224E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19845843	23	18239282.000000	18239282	5.808E-004	1.363E-003	204	1.243E+001	1.837E+001	-5.837E-002	1.669E-002	1.124E+000	1.223E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20837735	18	61144177.000000	61144177	5.808E-004	1.363E-003	204	1.243E+001	1.837E+001	-5.799E-002	1.658E-002	1.225E+000	1.223E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16352283	1	27338978.000000	27338978	5.827E-004	1.367E-003	204	1.243E+001	1.836E+001	5.807E-002	1.661E-002	1.122E+000	1.222E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg04985144	11	66488638.000000	66488638	5.851E-004	1.372E-003	204	1.243E+001	1.836E+001	-5.770E-002	1.651E-002	1.136E+000	1.222E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12549513	23	102565951.000000	102565951	5.857E-004	1.373E-003	204	1.243E+001	1.836E+001	7.767E-002	2.222E-002	1.123E+000	1.221E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg08521225	18	29171977.000000	29171977	5.876E-004	1.377E-003	204	1.243E+001	1.835E+001	5.513E-002	1.578E-002	1.159E+000	1.221E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg11822932	11	33913716.000000	33913716	5.889E-004	1.380E-003	204	1.243E+001	1.835E+001	-5.476E-002	1.567E-002	1.141E+000	1.220E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg15361231	1	193075191.000000	193075191	5.904E-004	1.383E-003	204	1.243E+001	1.835E+001	-5.925E-002	1.696E-002	1.142E+000	1.220E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg26928972	3	122043799.000000	122043799	5.919E-004	1.386E-003	204	1.243E+001	1.835E+001	-5.851E-002	1.676E-002	1.159E+000	1.219E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg10375110	4	40337443.000000	40337443	5.952E-004	1.393E-003	204	1.243E+001	1.834E+001	-5.629E-002	1.613E-002	1.143E+000	1.218E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg26704579	15	75018690.000000	75018690	5.973E-004	1.397E-003	204	1.243E+001	1.834E+001	5.612E-002	1.608E-002	1.150E+000	1.218E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg24355006	19	1969744.000000	1969744	5.974E-004	1.397E-003	204	1.243E+001	1.834E+001	-5.729E-002	1.642E-002	1.136E+000	1.218E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19109050	1	228396098.000000	228396098	5.992E-004	1.401E-003	204	1.243E+001	1.834E+001	5.611E-002	1.609E-002	1.154E+000	1.217E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg01899253	13	29070056.000000	29070056	5.996E-004	1.402E-003	204	1.243E+001	1.834E+001	6.206E-002	1.779E-002	1.130E+000	1.217E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg02630207	2	45839653.000000	45839653	6.016E-004	1.406E-003	204	1.243E+001	1.833E+001	-6.039E-002	1.732E-002	1.155E+000	1.216E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg18702197	2	177027641.000000	177027641	6.035E-004	1.410E-003	204	1.243E+001	1.833E+001	5.668E-002	1.626E-002	1.137E+000	1.216E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg11147193	2	10442040.000000	10442040	6.050E-004	1.413E-003	204	1.243E+001	1.833E+001	-6.310E-002	1.810E-002	1.177E+000	1.215E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16543027	15	40599680.000000	40599680	6.070E-004	1.417E-003	204	1.243E+001	1.832E+001	-5.662E-002	1.625E-002	1.152E+000	1.214E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg21475402	1	156612140.000000	156612140	6.100E-004	1.424E-003	204	1.243E+001	1.832E+001	5.579E-002	1.602E-002	1.190E+000	1.213E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16222762	18	40857464.000000	40857464	6.127E-004	1.430E-003	204	1.243E+001	1.832E+001	5.579E-002	1.602E-002	1.117E+000	1.213E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg09276978	20	34995517.000000	34995517	6.138E-004	1.432E-003	204	1.243E+001	1.831E+001	-5.738E-002	1.648E-002	1.124E+000	1.212E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00633969	3	122284550.000000	122284550	6.156E-004	1.436E-003	204	1.243E+001	1.831E+001	-5.755E-002	1.653E-002	1.147E+000	1.212E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20924286	3	170136159.000000	170136159	6.157E-004	1.436E-003	204	1.243E+001	1.831E+001	5.984E-002	1.719E-002	1.150E+000	1.212E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg27533013	13	50588057.000000	50588057	6.165E-004	1.437E-003	204	1.243E+001	1.831E+001	6.035E-002	1.734E-002	1.150E+000	1.211E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg02049180	1	156828202.000000	156828202	6.175E-004	1.439E-003	204	1.243E+001	1.831E+001	-5.519E-002	1.586E-002	1.124E+000	1.211E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20647888	10	13043954.000000	13043954	6.177E-004	1.439E-003	204	1.243E+001	1.831E+001	5.893E-002	1.694E-002	1.132E+000	1.211E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg24824840	19	51219975.000000	51219975	6.222E-004	1.449E-003	204	1.243E+001	1.830E+001	-6.652E-002	1.913E-002	1.168E+000	1.209E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg23668631	17	3796936.000000	3796936	6.242E-004	1.453E-003	204	1.243E+001	1.830E+001	-5.672E-002	1.631E-002	1.134E+000	1.209E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12491659	5	57786356.000000	57786356	6.255E-004	1.456E-003	204	1.243E+001	1.830E+001	-5.658E-002	1.628E-002	1.126E+000	1.208E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg17838516	11	92703536.000000	92703536	6.292E-004	1.464E-003	204	1.243E+001	1.829E+001	5.575E-002	1.605E-002	1.147E+000	1.207E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19642007	11	1944464.000000	1944464	6.302E-004	1.466E-003	204	1.243E+001	1.829E+001	-5.504E-002	1.584E-002	1.158E+000	1.207E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg14133708	18	2846834.000000	2846834	6.322E-004	1.470E-003	204	1.243E+001	1.829E+001	6.209E-002	1.788E-002	1.111E+000	1.206E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg08343834	17	15168658.000000	15168658	6.325E-004	1.470E-003	204	1.243E+001	1.829E+001	5.817E-002	1.675E-002	1.156E+000	1.206E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19692710	11	73661920.000000	73661920	6.429E-004	1.494E-003	204	1.243E+001	1.827E+001	-5.571E-002	1.606E-002	1.125E+000	1.203E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg24546942	18	61310626.000000	61310626	6.478E-004	1.505E-003	204	1.243E+001	1.826E+001	-5.547E-002	1.600E-002	1.129E+000	1.201E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg08434396	23	146993778.000000	146993778	6.501E-004	1.510E-003	204	1.243E+001	1.826E+001	-1.309E-001	3.779E-002	1.217E+000	1.201E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg21045388	1	15428172.000000	15428172	6.517E-004	1.513E-003	204	1.243E+001	1.826E+001	-5.653E-002	1.632E-002	1.135E+000	1.200E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg04686412	5	139175658.000000	139175658	6.530E-004	1.516E-003	204	1.243E+001	1.826E+001	5.958E-002	1.720E-002	1.122E+000	1.200E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16358826	4	46996264.000000	46996264	6.588E-004	1.529E-003	204	1.243E+001	1.825E+001	5.734E-002	1.657E-002	1.126E+000	1.198E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg01204985	19	54849738.000000	54849738	6.612E-004	1.534E-003	204	1.243E+001	1.824E+001	-5.848E-002	1.690E-002	1.102E+000	1.197E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19368582	10	88716646.000000	88716646	6.693E-004	1.552E-003	204	1.243E+001	1.823E+001	-5.657E-002	1.637E-002	1.129E+000	1.195E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg10173075	15	89764836.000000	89764836	6.751E-004	1.565E-003	204	1.243E+001	1.822E+001	-5.669E-002	1.641E-002	1.125E+000	1.193E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg10318258	14	24809759.000000	24809759	6.764E-004	1.568E-003	204	1.243E+001	1.822E+001	-5.865E-002	1.698E-002	1.198E+000	1.193E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg10503138	3	2142391.000000	2142391	6.810E-004	1.578E-003	204	1.243E+001	1.822E+001	-5.851E-002	1.695E-002	1.127E+000	1.192E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12841020	14	75422604.000000	75422604	6.911E-004	1.601E-003	204	1.243E+001	1.820E+001	5.632E-002	1.634E-002	1.196E+000	1.189E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg03340878	6	27925166.000000	27925166	6.939E-004	1.607E-003	204	1.243E+001	1.820E+001	-6.105E-002	1.771E-002	1.126E+000	1.188E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg11784785	11	20620089.000000	20620089	6.945E-004	1.608E-003	204	1.243E+001	1.820E+001	5.522E-002	1.602E-002	1.140E+000	1.188E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12053284	18	40857256.000000	40857256	7.013E-004	1.623E-003	204	1.243E+001	1.819E+001	6.027E-002	1.750E-002	1.122E+000	1.186E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20055101	16	3142645.000000	3142645	7.030E-004	1.627E-003	204	1.243E+001	1.819E+001	-5.621E-002	1.633E-002	1.134E+000	1.185E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg06236061	12	110317318.000000	110317318	7.056E-004	1.632E-003	204	1.243E+001	1.818E+001	5.579E-002	1.621E-002	1.202E+000	1.185E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg13548361	10	104178949.000000	104178949	7.082E-004	1.638E-003	204	1.243E+001	1.818E+001	6.002E-002	1.744E-002	1.134E+000	1.184E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg13424229	3	148581837.000000	148581837	7.103E-004	1.642E-003	204	1.243E+001	1.818E+001	-5.926E-002	1.723E-002	1.220E+000	1.183E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg02815516	19	11306319.000000	11306319	7.217E-004	1.668E-003	204	1.243E+001	1.816E+001	5.668E-002	1.650E-002	1.245E+000	1.180E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg09111917	3	44915918.000000	44915918	7.246E-004	1.674E-003	204	1.243E+001	1.816E+001	-5.862E-002	1.707E-002	1.127E+000	1.179E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
